user,date,renderedContent
mariakuchiki,2022-11-17 01:21:15+00:00,"Antri vaksin booster dong..

Semoga aku baik2 ajaa https://t.co/Z1GEId0pEs"
Rani_Herli,2022-11-17 01:02:10+00:00,"Meskipun sudah di Vaksin booster, jangan lupa untuk tetap menerapkan protokol kesehatan demi memutuskan penyebaran Covid-19 varian Omicron BA.4 dan BA.5 #PapuaDesakLukasDitangkap #TolakReferendum https://t.co/1SXBKJeV7F"
candbsy_candy,2022-11-17 01:02:00+00:00,"Vaksin booster dan penerapan Prokes merupakan kunci tak terpisahkan untuk menghentikan rantai penyebaran virus covid-19
#PapuaDesakLukasDitangkap #PapuaIndonesia https://t.co/eGVyWML11W"
Jiogiora,2022-11-17 01:01:00+00:00,"Sudah dapat vaksin booster?
Jangan tinggalkan protokol kesehatan ya, agar penyebaran virus cepat berhenti #PapuaDesakLukasDitangkap #PapuaIndonesia https://t.co/gOBT4NqLWr"
alanaletha,2022-11-17 01:00:01+00:00,"Meskipun sudah di Vaksin booster, jangan lupa untuk tetap menerapkan protokol kesehatan saya kita berada di manapun demi memutuskan penyebaran Covid-19 varian Omicron BA.4 dan BA.5 #PapuaDesakLukasDitangkap #TolakReferendum https://t.co/41OnsGmEBK"
AnantaBahri,2022-11-17 01:00:01+00:00,"Meskipun sudah di Vaksin booster, jangan lupa untuk tetap menerapkan protokol kesehatan demi memutuskan penyebaran Covid-19 varian Omicron BA.4 dan BA.5 #PapuaDesakLukasDitangkap #TolakReferendum https://t.co/lYWyAK4Roj"
mbakdareva,2022-11-17 01:00:00+00:00,"Meskipun sudah di Vaksin booster, jangan lupa untuk tetap menerapkan protokol kesehatan demi memutuskan penyebaran Covid-19 varian Omicron BA.4 dan BA.5 #PapuaDesakLukasDitangkap #TolakReferendum https://t.co/wqF8hiQe5n"
BaharSarmila,2022-11-17 01:00:00+00:00,"Meskipun sudah di Vaksin booster, jangan lupa untuk tetap menerapkan protokol kesehatan demi memutuskan penyebaran Covid-19 varian Omicron BA.4 dan BA.5 #PapuaDesakLukasDitangkap #TolakReferendum https://t.co/f8qOd2GRjn"
KominfoPnd,2022-11-17 00:51:54+00:00,"Pemberian vaksin booster akan disesuaikan dengan ketersediaan vaksin yang ada di lokasi.

Cari tahu mengenai vaksin COVID-19 di https://t.co/kSEggCBkzg"
KominfoPnd,2022-11-17 00:51:53+00:00,"diketahui bahwa penerima vaksin primer Sinovac juga dapat menerima vaksin booster Indovac.

Sedangkan untuk vaksin primer J&amp;J dapat menerima booster homolog atau vaksin booster J&amp;J juga, atau booster heterolog yakni vaksin Pfizer maupun Moderna."
KominfoPnd,2022-11-17 00:51:52+00:00,"Kementerian Kesehatan RI kembali memperbaharui daftar vaksin booster yang dapat diberikan kepada orang yang sudah menerima vaksinasi COVID-19 primer dosis lengkap.

Berdasarkan Surat Edaran Direktur Jenderal P2P Kemenkes RI No. SR.02.06/C/5339/2022 per 11 November 2022, https://t.co/CDWobQXPko"
alineadotid,2022-11-17 00:50:02+00:00,"Wiku: Vaksin booster baru mencapai 24% dari target yang ditetapkan
https://t.co/YFDNypJMhK https://t.co/544qesc9wF"
detik_jatim,2022-11-16 23:52:12+00:00,Catat Lokasi Vaksin Booster Sidoarjo Hari Ini Kamis 17 November 2022 https://t.co/9n6i9DTTyL
HMMurah3,2022-11-16 23:40:21+00:00,Dicari Opung Harun Masiku Mau Di Vaksin Booster ?
karawangfess,2022-11-16 23:37:56+00:00,GOKAR! INFO VAKSIN BOOSTER DAERAH KARAWANG DONG
watanabae_rene,2022-11-16 23:05:56+00:00,"@starfess Maju loo, Irenee! Gw udaah vaksin booster😖 https://t.co/Pf17fF5brk"
syaayang,2022-11-16 18:36:38+00:00,JUNGKOOK STOP LUCU YAA GUE GA KUATTT BELOM VAKSIN BOOSTER😭🙏🏻
thepan_316,2022-11-16 18:26:32+00:00,"Yet, it's concerning that I've been hearing more people saying things like;

- ""Gw masi blom ngeliat urgencynya apa ambil vaksin booster""
- ""yaelah masi mikirin covid sok tertib bgt""
- ""vaksin 2x aja dah cukup kali buat checkin pedulilindungi ngapain rempong cari booster"""
kembang_asem,2022-11-16 16:43:31+00:00,"Pemberitahuan tentang resiko gagal jantung setelah vaksin moderna atau pfizer.

Tapi di indonesia justru ada rencana untuk memaksa vaksin booster.

Satu kata untuk mereka yaitu LAWAN!!! https://t.co/7hakzZUAHT"
antonchriss,2022-11-16 16:08:11+00:00,@ProfesorZubairi pak dokter apakah sudah vaksin booster/dosis 3?? kalo sudah kok bisa kena ya?? orang2 awam di jalanan yg sudsh booster sdh layaknya superman/wonderwoman
gowestid,2022-11-16 15:54:03+00:00,7.931 Tenaga Kesehatan di Kepri Sudah Vaksin Booster Kedua https://t.co/NBE2X8rG0R
gowest_id,2022-11-16 15:53:56+00:00,7.931 Tenaga Kesehatan di Kepri Sudah Vaksin Booster Kedua https://t.co/wFcKpo2s1G
Picoropiko,2022-11-16 15:40:56+00:00,@hamidagustd @emilixlix Mending minta kerja sama sama kai biar sesuai ktp gaboleh potokopi dan mesti vaksin booster
this_isJo,2022-11-16 15:38:33+00:00,"Hi!
Karna full kegiatan yaa kemarin jadi kecapekan terus sakit lagi,gapapa istirahat dulu dirumah,banyakin tidur,makan,minum obat jugaa biar cepet mendingan
Kemarin aku jg kliyengan krna abis vaksin booster tpi skrng udah gapapa
Anyway selamat istirahat yaa,take a rest
#Ashelpm"
pinaapelle,2022-11-16 15:35:08+00:00,@convomfs info vaksin booster depok dong :(
indahfpw,2022-11-16 15:02:59+00:00,@KAI121 halo kak mau tanya. Untuk anak usia 12 tahun dan belum vaksin booster apa bisa lakukan perjalanan jarak jauh menggunakan kereta ? Baru vaksin 2 saja Krn yg booster belum ada info lebih lanjut.
yasminrubi74,2022-11-16 14:57:24+00:00,"List 5 rasa syukur ku hari ini : 
Sudah vaksin Booster, Badan ku lebih sehat, pikiran ku lebih fress, Bisa berbagi info kesehatan dengan orang baru, dapat 20 kontak baru👍

Alhamdulillah
Wasyukurilah
1000x"
victoryoshep,2022-11-16 14:54:04+00:00,"@PRFMnews Aya-aya wae, geus atuh
Kan kemenkes oge ngomong, nu beunang eta nu teu miluan vaksin booster

Kejarin dan galakkan semua vaksin booster jangan PPKM aja solusinya..."
bydesambyde,2022-11-16 14:23:06+00:00,"@contactap2 malam admin, untuk sertifikat vaksin booster apakah harus dalam bentuk fisik atau bleh di aplikasi pedulilindungi saja utk check in ya?"
TetriadiBagja,2022-11-16 14:12:29+00:00,"@PRFMnews UMKM beuki ripuh, engke teh loba PHK deui gara2 roda ekonomi tidak berjalan, haalaah.

Vaksin booster keur naon ai sakirana kudu kikieu an deui mah"
epinnn_,2022-11-16 13:43:12+00:00,Sbb vaksin booster lah aku kena Bells Parsy sial. Mmg x aku undi PN ni.
citraayudhya,2022-11-16 13:16:15+00:00,@secgron Halah.. laah wong data vaksin booster saya tau2 udah divaksin di klinik polres K** yg nyatanya saya belom pernah vaksin booster.. gimana mau vaksin saya jg baru hamil muda kan syarat vaksin udah hamil 13 minggu sdgkan saya baru 8 minggu haha
panggilhayati,2022-11-16 12:57:02+00:00,@blckcirius @convomf dan banyak yang belum vaksin booster juga
pacrticle,2022-11-16 12:34:29+00:00,"haduhhhh majuuuu lu berdua, aku udah vaksin booster 🏋️‍♀️🏋️‍♀️"
brightdaywinter,2022-11-16 12:04:12+00:00,@sbyfess aku dulu vaksin booster moderna tepar nder
putraraharjaaa,2022-11-16 11:34:32+00:00,@whosayyyyrel Harus vaksin booster dosis 3 yaa kak masuknya?
scoupsehannie,2022-11-16 11:26:16+00:00,"Aduh Cheol guasa aneh"" pliss aku belom vaksin booster 😭 takut mleyot"
EmmA_wi2,2022-11-16 11:22:21+00:00,Di mana bisa didapatkan vaksin booster?
aulio___a,2022-11-16 10:59:22+00:00,Kalo data vaksin booster ga ada di peduli lindungi solusinya gmn yaa
KAI121,2022-11-16 10:04:24+00:00,"@zhizhie08 Selamat sore Kak, layanan vaksin booster saat ini tersedia di beberapa stasiun. Rencana Kakak ingin vaksin di stasiun mana?"
zhizhie08,2022-11-16 09:59:05+00:00,"@KAI121 Kak, ada vaksin booster ga di stasiun, jam berapa sampe jam berapa?"
tercenqang,2022-11-16 09:36:35+00:00,"Jumat nanti minta vaksin booster apa ya, besoknya dah harus berangkat soalnya"
detikcom,2022-11-16 09:23:39+00:00,"Bagi masyarakat yang ingin vaksinasi namun terkendala akibat padatnya aktivitas, berikut ini daftar tempat vaksin booster Sabtu-Minggu di Jabodetabek.  https://t.co/KNBzqXupof"
corinthianbabes,2022-11-16 09:06:36+00:00,hadiah ultah ke 18 alya : vaksin booster
detikHealth,2022-11-16 09:00:53+00:00,"Kasus COVID-19 di RI melonjak tinggi, bahkan hampir menembus 8 ribu kasus pada Selasa, (15/11). Lantas, perlukah masyarakat mendapatkan vaksin booster kedua?  https://t.co/t6te2x1nO9"
itbfess,2022-11-16 09:00:00+00:00,kalau mau vaksin booster bulan ini yang deket itb! dimana yaa? tia
detikcom,2022-11-16 08:51:32+00:00,"Kasus COVID-19 di RI melonjak tinggi, bahkan hampir menembus 8 ribu kasus pada Selasa, (15/11). Lantas, perlukah masyarakat mendapatkan vaksin booster kedua?  https://t.co/puxHrbxrvh"
detikHealth,2022-11-16 08:49:43+00:00,"Bagi masyarakat yang ingin vaksinasi namun terkendala akibat padatnya aktivitas, berikut ini daftar tempat vaksin booster Sabtu-Minggu di Jabodetabek.  https://t.co/1VZupJxU0V"
lawancovid19_id,2022-11-16 08:25:33+00:00,"Sedangkan untuk vaksin primer J&amp;J dapat menerima booster homolog atau vaksin booster J&amp;J juga, atau booster heterolog yakni vaksin Pfizer maupun Moderna.

Pemberian vaksin booster akan disesuaikan dengan ketersediaan vaksin yang ada di lokasi."
lawancovid19_id,2022-11-16 08:25:32+00:00,"Berdasarkan Surat Edaran Direktur Jenderal P2P Kemenkes RI No. SR.02.06/C/5339/2022 per 11 November 2022, diketahui bahwa penerima vaksin primer Sinovac juga dapat menerima vaksin booster Indovac."
lawancovid19_id,2022-11-16 08:25:31+00:00,"Kementerian Kesehatan RI kembali memperbaharui daftar vaksin booster yang dapat diberikan kepada orang yang sudah menerima vaksinasi COVID-19 primer dosis lengkap.

Cari tahu mengenai vaksin COVID-19 di https://t.co/U0IVF6dNcH https://t.co/zwCnEQ1RsS"
yunankingstar1,2022-11-16 08:05:09+00:00,"pakar-mikrobiologi-bicara-booster-kedua-lawan-varian-omicron-xbb-cs
https://t.co/dMv0H27SMi

Kasus COVID-19 di RI melonjak tinggi, bahkan hampir menembus 8 ribu kasus pada Selasa, (15/11). Lantas, perlukah masyarakat mendapatkan vaksin booster kedua?"
tauberitamedia,2022-11-16 08:03:02+00:00,"Kasus COVID-19 di RI melonjak tinggi, bahkan hampir menembus 8 ribu kasus pada Selasa, (15/11). Lantas, perlukah masyarakat mendapatkan vaksin booster kedua? https://t.co/mnLZGVDhYd"
tauberitamedia,2022-11-16 08:02:02+00:00,"Kasus COVID-19 di RI melonjak tinggi, bahkan hampir menembus 8 ribu kasus pada Selasa, (15/11). Lantas, perlukah masyarakat mendapatkan vaksin booster kedua? https://t.co/mnLZGVmeWd"
RizkyNs,2022-11-16 08:01:45+00:00,"Halo @KAI121 istri saya sertifikat vaksin boosternya belum muncul nih di peduli lindungi, vaksin booster per hari ini jam 1 siang. Utk perjalanan besok pagi pukul 10.50. Kira2 apa yg bisa kami lakukan ya ? Apakah bisa dilengkapi dgn surat keterangan dari dokter ? Tks"
detikcom,2022-11-16 07:58:07+00:00,"Bagi warga bogor yang belum mendapatkan vaksin COVID-19, berikut ini daftar tempat vaksin booster di Bogor. Segera dapatkan vaksin secara lengkap!  https://t.co/gOQV1B1KPh"
KAI121,2022-11-16 07:56:32+00:00,"@powpowmiau Selamat siang Kak. Syarat perjalanan KA Jarak Jauh bagi penumpang usia 18 tahun atau lebih wajib sudah vaksin ketiga (booster). Bila terkendala pada aplikasi Pedulilindungi, silakan dapat menunjukkan sertifikat vaksin booster dalam bentuk cetak/fisik ya. |1"
Mariaamadeussae,2022-11-16 07:53:30+00:00,akhirnya vaksin booster mulai berefek🤦🏻
tauberitamedia,2022-11-16 07:48:02+00:00,"Bagi masyarakat yang ingin vaksinasi namun terkendala akibat padatnya aktivitas, berikut ini daftar tempat vaksin booster Sabtu-Minggu di Jabodetabek. https://t.co/lhBli6IaHR"
tauberitamedia,2022-11-16 07:47:02+00:00,"Bagi masyarakat yang ingin vaksinasi namun terkendala akibat padatnya aktivitas, berikut ini daftar tempat vaksin booster Sabtu-Minggu di Jabodetabek. https://t.co/lhBli70jVZ"
powpowmiau,2022-11-16 07:38:58+00:00,@KAI121 gimana kalo sertifikat vaksin booster gak keluar apakah masi tetep bisa naek kereta kak? Apa bisa dengan menunjukan kartu vaksinasi langsung?
detikcom,2022-11-16 06:52:18+00:00,"Beberapa tempat vaksin booster di Jakarta Selatan kini sudah dibuka kembali. Daripada melulu ditunda, sebaiknya segera dapatkan vaksin secara lengkap.  https://t.co/cAwMsxEbKI"
zuupasoup,2022-11-16 06:34:30+00:00,"@KAI121 halo min, untuk perjalanan jakarta bandung apakah perlu melakukan antigen atau cukup menunjukkan bukti vaksin/booster dan scan peduli lindungi saja?"
detikHealth,2022-11-16 05:53:10+00:00,"Bagi warga bogor yang belum mendapatkan vaksin COVID-19, berikut ini daftar tempat vaksin booster di Bogor. Segera dapatkan vaksin secara lengkap!  https://t.co/7FxURaMQTY"
HumassekCpdysbg,2022-11-16 05:48:29+00:00,Panit Binmas Polsek Cipeundeuy Polres Subang Aiptu Yadi Gunawan dan Bhabinkamtibmas Desa Lengkong Bripka Armo S monitoring kegiatan Vaksin Booster di Puskesmas Cipeundeuy https://t.co/4PfFn6F0IF
ryuthella,2022-11-16 05:15:37+00:00,guys mau tanya kalau mau vaksin booster tapi vaksin 2 nya udh lebih dari 1 tahun. gaperlu ngulang kan?
greenizyy28,2022-11-16 04:29:37+00:00,"Sakiti aku terus gppa, udh vaksin booster
Akan kuhadapi sambil makan cilok :)"
darjofess,2022-11-16 04:24:11+00:00,Sdf! Info vaksin booster buat hari ini atau besok rek?
PRFMnews,2022-11-16 04:04:41+00:00,Lokasi Vaksin Booster Hari Ini Rabu 16 November di Beberapa Puskesmas Kota Bandung https://t.co/MBby1sfNZa
nnalysia,2022-11-16 03:56:59+00:00,dibelani vaksin booster sampe gering seminggu ternyata ga kanggo🙃
riri_byada,2022-11-16 03:32:29+00:00,"Dibutuhkan intern/anak magang SMK jurusan Akutansi di PT Aveli Indonesia daerah Cibubur, Bogor. Syarat bisa excel, basic akutansi, sdh vaksin booster.
Silakan kirim CV ke email :
nadabyayudyahandari@gmail.com dan fitri.byayudyahandari@gmail.com

#lokercot #lokerpam #lokerbogor"
detik_jatim,2022-11-16 03:10:00+00:00,"Kasus COVID-19 di Surabaya masih tinggi. Saat ini ada 614 orang positif COVID-19 Omicron XBB. Pemkot Surabaya pun menggencarkan vaksin booster. Cek lokasinya di sini.

https://t.co/nOesyoHmUi"
SimAbdi77,2022-11-16 02:47:30+00:00,"@rzameliasr @Jamal06806913 @kipamanahrasa1 @yo2thok Sy mah 2x vaksin, booster udah ga masuk akal, jadi bolos aja. Males."
PutroJoyo18,2022-11-16 02:39:21+00:00,"@secgron Minta tolong sama yg sdh jebolin PeduliLindungi agar semua data dibuat sdh di vaksin booster semua, bisa gak ya?
Jangan marah yo ini becanda doang😊"
mapaybandungcom,2022-11-16 02:35:12+00:00,"14 Jadwal Lokasi Vaksin Booster Kota Bandung Hari Ini Rabu 16 November 2022, Lengkap Syarat dan Waktunya! https://t.co/7qZVl1ubxK"
bucinyohei,2022-11-16 02:29:23+00:00,Semoga dokter udah memperbolehkan aku buat vaksin booster
detik_jatim,2022-11-16 02:23:28+00:00,"Saat ini jumlah pasien Omicron XBB mulai melonjak. Warga Gresik sebaiknya mendatangi klinik dan rumah sakit terdekat untuk vaksin booster.

https://t.co/4SJ5rFy8wz"
ReevinHP,2022-11-16 02:10:12+00:00,Makanya kalo disuruh vaksin booster nurut wkwkwkwk @oloyisme https://t.co/roQrSL5owP
ayiiparyati,2022-11-16 01:47:29+00:00,"Semenjak vaksin booster kayanya jd lemah bgt, dikit2 bapil, radang tenggorokan kumat🥲"
jakelv,2022-11-16 01:44:45+00:00,@mywonieverse eh gue vaksin booster cuma 1 hari tau bey efek sakitnya
cicisbt,2022-11-16 01:43:35+00:00,"@formyjoshuji @HYBE_MERCH MAJUUUU KELUARIN SEMUA SG 23 IDOL MU, AK MAU VAKSIN BOOSTER NGGA TAKUTTTT 😠😠😠"
detikHealth,2022-11-16 01:38:41+00:00,Tempat vaksin booster di Tangerang jadi incaran di tengah peningkatan kasus COVID-19 varian Omicron XBB. Simak sebaran lokasi dan syaratnya di sini. https://t.co/cS1y3ThSsv
tauberitamedia,2022-11-16 01:18:02+00:00,Saat ini jumlah pasien Omicron XBB mulai melonjak. Warga Gresik sebaiknya mendatangi klinik dan rumah sakit terdekat untuk vaksin booster. https://t.co/I9NxDsc2SU
tauberitamedia,2022-11-16 01:17:02+00:00,Saat ini jumlah pasien Omicron XBB mulai melonjak. Warga Gresik sebaiknya mendatangi klinik dan rumah sakit terdekat untuk vaksin booster. https://t.co/I9NxDrTTEM
detikHealth,2022-11-16 01:16:17+00:00,"Lagi cari tempat vaksin booster di Depok? Cek syarat, jadwal, lokasi, dan cara daftarnya di sini. Buruan amankan slot, sebelum kehabisan. https://t.co/VB1Bx0yAEz"
iBenewsID,2022-11-16 00:58:36+00:00,Vaksin Booster Jadi Upaya Proteksi Pemkot Surabaya Tangkal Kenaikan Kasus Covid – 19 https://t.co/jVcJiCfaUj
hwangsinbxoxo,2022-11-16 00:48:49+00:00,"setelah kena covid, ada jangka waktunya ngga ya sampe boleh vaksin booster? udah sebulan sih sejak gue kena covid kemarin, mau booster tp masih ragu udah boleh atau blm"
halo_bandung,2022-11-16 00:33:04+00:00,Hayu ah catat jadwalnya dan langsung datang ke puskesmas untuk mendapatkan vaksin booster 💉🦠 https://t.co/ZMGg95aIoZ
halo_bandung,2022-11-16 00:33:02+00:00,"Wilujeng enjing wargi Bandung ☺️

Saat ini stok vaksin sudah tersedia, yuk divaksinasi🙌

Buat wargi yang ingin divaksin booster, kali ini mimin sudah merangkum jadwal vaksin booster dari tanggal 14 - 20 November 2022 yang berlokasi di beberapa puskesmas Kota Bandung. https://t.co/5ywl4cStsW"
mywonieverse,2022-11-16 00:29:15+00:00,tiba2 gw sakit tenggorokan :) after effect vaksin booster najiss bgtttt
RafliAndrians19,2022-11-16 00:00:14+00:00,Dan Gubernur Khofifah pun bersama Kapolda dan Pangdam V Brawijaya juga akan kembali turun ke lapangan untuk melakukan vaksin booster tersebut https://t.co/pxjLrWTLv0
Silvi_oktiviani,2022-11-15 23:58:34+00:00,"@airasia_indo Selamat pagi. Saya mau tanya saya akan melakukan penerbangan di pertengahan desember nanti rute pdg-jkt, saya sudah vaksin booster. Apakah ada persyaratan lain untuk penerbangan domestik? Krn terakhir saya terbang 2021

terimakasih"
yournekoya,2022-11-15 22:43:39+00:00,Oke hari ini tugasku nganterin adek vaksin booster 👌
detik_jatim,2022-11-15 22:25:10+00:00,Cek 8 Lokasi Vaksin Booster Sidoarjo Rabu 16 November 2022 https://t.co/cYE9a3czut
todayisbie,2022-11-15 18:52:07+00:00,@seubnyoun Vaksin booster lagi? Demam ndak kamunya?
BJKT3Terpercaya,2022-11-15 17:07:57+00:00,serta kesiapan untuk menjadi vaksin booster serta vaksinasi untuk usia 12-17 tahun menjadi petunjuk bahwa IndoVac memiliki arti penting bagi kemandirian sektor kesehatan. IndoVac adalah vaksin Covid-19 pertama hasil pengembangan dan produksi karya putra putri terbaik bangsa. https://t.co/flcsh8V4HX
mediaindonesia,2022-11-15 16:57:39+00:00,Sebanyak 6.907.230 lanjut usia telah terproteksi vaksin booster. Kemudian 9.312.774 petugas publik dan 864.548 tenaga pendidik  https://t.co/3TUu1V9D9U
mediaindonesia,2022-11-15 16:57:36+00:00,Sebanyak 6.907.230 lanjut usia telah terproteksi vaksin booster. Kemudian 9.312.774 petugas publik dan 864.548 tenaga pendidik  https://t.co/3TUu1VqGbU
augustlioncub,2022-11-15 16:18:53+00:00,untung ak dh vaksin booster
bilyaaaw,2022-11-15 15:23:35+00:00,"@KAI121 min mau tanya, di stasiun malang apa ada gerai vaksin booster?"
sailing0108,2022-11-15 15:13:04+00:00,Besok langsung vaksin booster 😅
NoviAstria10,2022-11-15 15:12:59+00:00,@classypeachy Kalo nonton konser ginih harus vaksin booster apa engga yah? Soal nya aku blm vaksin booster🙄
cleanbiblee,2022-11-15 14:56:50+00:00,Sakit juga ya abis vaksin booster tangan sampe bengkak coy
putriyaka,2022-11-15 14:37:33+00:00,@iseeubefore Dikira vaksin booster udah cukup kuat kali ya😭😭
hknews_info,2022-11-15 14:28:54+00:00,"Cegah Kenaikan Kasus Covid-19, Pemkot Surabaya Gencarkan Vaksin Booster https://t.co/5WNb4rv0HJ"
KAI121,2022-11-15 14:04:19+00:00,"@0423yoittboy Selamat malam. Untuk naik KA jarak jauh, penumpang usia 18 tahun keatas wajib sudah menerima vaksin booster. Info lengkap dapat Kakak cek pada link https://t.co/Gex6hLK2n2. Trims."
fishookyy,2022-11-15 14:01:46+00:00,Ehh emang kalo mau nonton konser usia 18 keatas harus udah vaksin booster yah??
hariansurabaya,2022-11-15 13:55:48+00:00,"Vaksin Booster Jadi Upaya Proteksi Pemkot Surabaya Tangkal Kenaikan Kasus Covid – 19 https://t.co/GuyVAfwshs 
#hariansurabaya
#infosurabaya
#surabayaterkini
@BanggaSurabaya"
d_onenews_com,2022-11-15 13:40:00+00:00,"Tangkal Naiknya Covid-19, Pemkot Surabaya Gencarkan Vaksin Booster https://t.co/2BAlmYC7YD"
sekdemang43,2022-11-15 13:38:39+00:00,KA Polsek Kademangan Polres Probolinggo Kota bersama anggota melaksanakan kegiatan pengamanan vaksin booster kepada masyarakat Kelurahan Kademangan Kecamatan Kademangan Bangkit kota Probolinggo https://t.co/fgtp5VXFzz
phasesonata,2022-11-15 13:32:52+00:00,"Baru berasa puyeng banget abis vaksin booster, udah gak sanggup diving"
undipmenfess,2022-11-15 13:00:14+00:00,"-dips! selain di victori semarang, ada ga vaksin booster yang langsung dateng ke tempat langsung divaksin?"
rskauntildrop,2022-11-15 12:54:26+00:00,guys info vaksin booster dongg
IFI_Sby,2022-11-15 12:53:05+00:00,Menerapkan protokol kesehatan (vaksin booster) &amp; tetap pakai masker ya
Alfinku83067803,2022-11-15 12:45:23+00:00,@CoachJustinL @YouTube Yang menang dapat sertifikat vaksin booster 😂
0423yoittboy,2022-11-15 12:30:11+00:00,"halo min @KAI121 sekarang kalo mau naik kereta jarak jauh tapi belum vaksin booster bole ga ya, kak? soalnya kemaren"" saya cari vaksin booster udah susah bgt kak. tolong respon nya yaa kak ^^"
medcom_id,2022-11-15 12:25:50+00:00,"32,43% Masyarakat Rentan dan Umum Terlindungi Vaksin Booster https://t.co/hjjFacAaVI"
polrestamakota,2022-11-15 12:13:39+00:00,"INFO INFO!!!

Gawe umak hebak sing sik gurung Vaksin Booster, iki tak kek i infone. Langsung digas meluncur nang lokasine tapi ojo lali karo persyaratane, yo, ker.😉😁

#PresisiMengabdiMelayani https://t.co/DS83qOgrGS"
rizkyagrian,2022-11-15 11:43:06+00:00,"emang lawak lah hari ini,
niat hati cuman mau anter berkas doang, tetiba ditodong vaksin booster kedua"
uthiandina,2022-11-15 11:04:49+00:00,"Selalu nungguin konser @Harry_Styles di Indonesia tapi kayak ga mungkin karena ga pernah ada. Terus hari ini ada pengumuman dia mau konser di Singapur 😭✨

Terima kasih ya Allah, vaksin booster ku kemarin ga sia-sia, semoga war tiket juga ga sia-sia nanti 😭🙏🏼"
whereisdiahayu,2022-11-15 10:50:05+00:00,Info vaksin booster donh gaisss🙏 btw dom Bekasi/Tambun
detikcom,2022-11-15 10:43:38+00:00,"Warga Tangerang Selatan risau belum dapat vaksin COVID-19? Jangan khawatir, berikut ini daftar tempat vaksin booster lengkap dengan jadwal dan persyaratannya.  https://t.co/N4vMepXzgA"
garutfess,2022-11-15 10:42:56+00:00,Asgar!  vaksin booster di garut yg masih ada dimana ya?
sapawarga_jabar,2022-11-15 10:34:45+00:00,"Sedangkan dari 1.373 pasien COVID-19 meninggal dunia, 84% di antaranya belum vaksin booster.

Vaksin melindungi dan aman untuk kita. Segera divaksinasi.

Berbagai informasi mengenai vaksin COVID-19 dapat dibaca di https://t.co/sE5OKmbcp7 https://t.co/lIC4ofe3St"
sapawarga_jabar,2022-11-15 10:34:44+00:00,"Sampurasun Wargi!

Pada periode 4 Oktober - 8 November 2022 ada 27.081 pasien konfirmasi positif COVID-19 dirawat di rumah sakit.

Diketahui ada sebanyak 74% dari 10.639 pasien yang memiliki gejala sedang, berat hingga kritis belum vaksin booster. https://t.co/RoSVwboyWr"
tauberitamedia,2022-11-15 09:44:01+00:00,Tempat vaksin booster di Tangerang jadi incaran di tengah peningkatan kasus COVID-19 varian Omicron XBB. Simak sebaran lokasi dan syaratnya di sini. https://t.co/x1wfUzUxiC
tauberitamedia,2022-11-15 09:42:02+00:00,Tempat vaksin booster di Tangerang jadi incaran di tengah peningkatan kasus COVID-19 varian Omicron XBB. Simak sebaran lokasi dan syaratnya di sini. https://t.co/x1wfUzCo4u
detikHealth,2022-11-15 09:27:55+00:00,"Warga Tangerang Selatan risau belum dapat vaksin COVID-19? Jangan khawatir, berikut ini daftar tempat vaksin booster lengkap dengan jadwal dan persyaratannya.  https://t.co/OVvFI4iUOk"
ryomenSukuna98,2022-11-15 09:10:57+00:00,"@secgron Nah iya. Sekalian mau curhat

Gua mau vaksin booster karna belum kan, pas gua cek di peduli lindungi udah vaksin booster di polres Bo**r

Aneh hahaha"
zilchxgt,2022-11-15 09:00:12+00:00,"@txtdrbekasi tolong info vaksin booster daerah Cikarang dong, buat lamar gawe. makasih banyak ye cing"
lovemepliss_,2022-11-15 08:59:08+00:00,"Aku pengen chat kamu duluan, ttg aku baru vaksin booster. Trus rasanya sakit ditangan dah mulai pusing. 
tapi malu"
detikcom,2022-11-15 08:54:05+00:00,"Sudah dapat tiket vaksin, tetapi tidak tahu tempatnya di mana? Catat jadwal dan tempat vaksin booster di Jakarta Timur berikut ini.  https://t.co/7aHJf2ww1a"
faizacky,2022-11-15 08:07:21+00:00,@memethmeong @sbyfess Sekalian tanya udah vaksin booster belum?
nyolatu,2022-11-15 08:07:20+00:00,"Baru aja bulan lalu vaksin booster tapi teteup aja tubuh ini kena juga kan,
Nikmatin aja lah WFH 10 hari ini."
G_MudahTerhibur,2022-11-15 07:55:36+00:00,hasil suntik vaksin booster penggalak kat bibir ke tu?😂 https://t.co/hmBRVyPbqM
KAI121,2022-11-15 07:52:24+00:00,"@dhiyafsadida @najwaake Selamat siang. Silakan vaksin booster dulu ya Kak. Saat ini, Penumpang KA Antar Kota usia mulai 18 tahun, wajib sudah vaksin dosis ketiga (Booster). Informasi lengkapnya, bisa cek link berikut: https://t.co/Gex6hLK2n2. Trims."
PepepPermana,2022-11-15 07:33:55+00:00,"@Doels99 @ainblack46 @Trending_Issue Elu udah di vaksin booster, bong? https://t.co/QhNNaOEXV3"
straykidsam,2022-11-15 07:33:04+00:00,@eircsohn BOLEH tapi udah vaksin booster belum.
tauberitamedia,2022-11-15 07:23:01+00:00,"Warga Tangerang Selatan risau belum dapat vaksin COVID-19? Jangan khawatir, berikut ini daftar tempat vaksin booster lengkap dengan jadwal dan persyaratannya. https://t.co/wnPBRn1ITw"
