,tweets,sentiment
3115,"['pagi', 'vaksin', 'booster', 'stasiun', 'integrasi', 'pedulilindungi', 'vaksin', 'muncul', 'sertifikat']",1.0
3116,"['hm', 'saran', 'tunggu', 'fit', 'banget', 'habis', 'vaksin', 'booster', 'ngedrop']",1.0
3117,"['vaksin', 'booster', 'najis']",-1.0
3118,"['informasi', 'vaksin', 'booster', 'teman', 'lolos', 'vaksin']",-1.0
3119,"['simak', 'jadwal', 'vaksin', 'booster', 'sidoarjo', 'senin', 'november']",1.0
3120,"['untung', 'banget', 'pasang', 'curiga', 'jodoh', 'spek', 'jung', 'jaehyunpark', 'chanyeolato', 'hamada', 'asah', 'anjg', 'jodoh', 'maju', 'vaksin', 'booster', 'gatakut']",1.0
3121,"['soooo', 'kartutandapenduduk', 'pakai', 'kartu', 'ajar', 'butuh', 'damping', 'how', 'about', 'vaksin', 'booster', 'boleh']",-1.0
3122,"['vaksin', 'booster', 'sertifikat', 'akses', 'aplikasi', 'biru', 'lindung']",1.0
3123,"['ayo', 'yok', 'jc', 'kuat', 'berani', 'vaksin', 'booster']",1.0
3124,"['maaf', 'usia', 'kakak', 'kota', 'wajib', 'vaksin', 'dosis', 'tiga', 'booster', 'vaksin', 'booster', 'kenan', 'berangkat']",-1.0
3125,"['berita', 'covid', 'lonjak', 'gara-gara', 'event', 'ngundang', 'bunch', 'prick', 'bal', 'entah', 'salah', 'warga', 'negara', 'daerah', 'taat', 'prokes', 'ada', 'vaksin', 'booster', 'nusantara', 'rilis', 'ratus', 'ribu', 'produk', 'virus', 'bisnis']",1.0
3126,"['bp', 'kait', 'vaksin', 'booster', 'brrti', 'besok', 'perang', 'tiket', 'booster', 'konser']",-1.0
3127,"['jog', 'informasi', 'vaksin', 'booster', 'besok', 'area', 'scbd', 'suwun']",1.0
3128,"['cepat', 'terima', 'vaksin', 'booster', 'tambah']",1.0
3129,"['elamat', 'malam', 'tumpang', 'usia', 'vaksin', 'booster', 'kenan', 'kakak', 'jarak', 'tiket', 'batal', 'kena', 'bea', 'admin', 'kembali', 'terimakasih']",1.0
3130,"['selamat', 'malam', 'pas', 'boarding', 'salah', 'tumpang', 'vaksin', 'booster', 'alas', 'tiket', 'vaksin', 'muncul', 'peduli', 'lindung', 'tolak', 'tugas', 'tiket', 'dicancel', 'full']",1.0
3131,"['maju', 'suga', 'takut', 'vaksin', 'booster']",1.0
3132,"['bodo', 'yok', 'ngegassss', 'tungguin', 'suppasit', 'kuat', 'suntik', 'vaksin', 'booster']",-1.0
3133,"['ngalamin', 'hilang', 'sertifikat', 'vaksin', 'booster', 'status', 'web', 'hijau', 'vaksin', 'dosis', 'apps', 'muncul', 'vaksin', 'informasi', 'pedulilindungi']",1.0
3134,"['jaga', 'sehat', 'yall', 'gosa', 'sok', 'konser', 'palagi', 'pakai', 'kaya', 'vaksin', 'booster']",1.0
3135,"['serang', 'vaksin', 'booster', 'becanda', 'kuat']",-1.0
3136,"['sakit', 'dikost', 'gara', 'gara', 'efek', 'vaksin', 'booster', 'vaksin', 'gada', 'efek', 'kirain', 'tumbang']",-1.0
3137,"['lamar', 'imip', 'wajib', 'milik', 'sertivikat', 'vaksin', 'booster', 'aplikasi', 'peduli', 'lindung', 'desember']",1.0
3138,"['tunggu', 'vaksin', 'booster', 'advanced']",1.0
3139,"['periode', 'oktober', 'november', 'pasien', 'konfirmasi', 'positif', 'covid', 'rawat', 'rumah', 'sakit', 'pasien', 'milik', 'gejala', 'berat', 'kritis', 'vaksin', 'booster']",1.0
3140,"['warga', 'plumbon', 'antusias', 'dapat', 'vaksin', 'booster']",1.0
3141,"['vaksin', 'booster', 'mall', 'anjing', 'covid']",-1.0
3142,"['sayang', 'warga', 'efalina', 'gultom', 'gelar', 'vaksin', 'booster', 'cilincing', 'jakarta', 'utara']",1.0
3143,"['ein', 'vaksin', 'booster', 'covid', 'kipi', 'efek', 'samping', 'banget', 'gejala', 'nyentuh', 'covid', 'gejala', 'abnormal', 'ein', 'korban', 'embung', 'data', 'vaksin', 'daerah', 'tinggal', 'ein', 'cerita']",-1.0
3144,"['semenjak', 'vaksin', 'booster', 'bawaanya', 'pingin', 'makan']",1.0
3145,"['vaksin', 'booster', 'disuntikin', 'kayak', 'ciu', 'leci', 'cililitan', 'sakit', 'kepala', 'muter']",-1.0
3146,"['kolam', 'renang', 'vaksin', 'booster', 'skrang']",-1.0
3147,"['yaallah', 'kuat', 'yun', 'maju', 'vaksin', 'booster']",1.0
3148,"['jalan', 'kakak', 'jarak', 'tumpang', 'usia', 'wajib', 'vaksinasi', 'dosis', 'tiga', 'booster', 'vaksin', 'booster', 'informasi', 'lengkap', 'syarat', 'tentu', 'jalan', 'kakak']",1.0
3149,"['siang', 'terbang', 'internasional', 'etihad', 'airways', 'tes', 'pcr', 'vaksin', 'booster', 'vaksin', 'dosis', 'anak']",-1.0
3150,"['um', 'vaksin', 'booster', 'daerah', 'malang']",-1.0
3151,"['pakai', 'gantung', 'butuh', 'kondisi', 'vaksin', 'booster', 'nguli', 'ngamri', 'link', 'berita', 'baru', 'nguli', 'ngamri', 'vaksin', 'booster']",-1.0
3152,"['ndes', 'informasi', 'rapidvaksin', 'booster', 'smrg', 'makasihh']",1.0
3153,"['hueee', 'habis', 'vaksin', 'booster', 'bnr', 'bgtt']",1.0
3154,"['cari', 'vaksin', 'booster', 'susahh', 'banget']",-1.0
3155,"['sertifikat', 'vaksin', 'booster', 'syarat', 'ambil', 'bantu', 'antri', 'data']",-1.0
3156,"['tingkat', 'covid', 'minta', 'vaksinasi', 'booster', 'tingkat', 'vaksin', 'booster']",1.0
3157,"['vaksin', 'booster', 'stasiun', 'malang', 'biaya']",-1.0
3158,"['serah', 'bilang', 'gatakut', 'vaksin', 'booster']",1.0
3159,"['ribet', 'vaksin', 'booster', 'uni']",-1.0
3160,"['informasi', 'vaksin', 'booster', 'tuju', 'solo']",1.0
3161,"['ban', 'dipungkiri', 'vaksin', 'booster', 'disiplin', 'prokes', 'pisah', 'efektif', 'cegah', 'tular', 'virus', 'covid', 'selamat', 'ayah']",1.0
3162,"['punten', 'informasi', 'vaksin', 'booster']",1.0
3163,"['booster', 'prokes', 'kunci', 'pisah', 'hadap', 'pandemi', 'booster', 'prokes', 'kunci', 'pisah', 'fakta', 'potensi', 'naik', 'vaksin', 'booster', 'bareng', 'disiplin', 'protokol', 'sehat', 'selamat', 'ayah']",1.0
3164,"['bosen', 'tular', 'cepat', 'varian', 'bahaya', 'covid', 'vaksin', 'booster', 'risiko']",-1.0
3165,"['stok', 'vaksin', 'booster', 'cukup', 'kunci', 'pakai', 'booster', 'booster', 'jadi', 'paket', 'bangun', 'sadar', 'selamat', 'ayah']",1.0
3166,"['inget', 'vaksin', 'booster', 'anj', 'vaksin', 'males', 'banget', 'pcr', 'uang']",-1.0
3167,"['situasi', 'demi', 'cvd', 'kendali', 'waspada', 'ayo', 'bahaya', 'cvd', 'paham', 'upaya', 'kendali', 'pandemi', 'milik', 'fungsi', 'vaksin', 'booster', 'protokol', 'sehat', 'selamat', 'ayah']",1.0
3168,"['vaksin', 'booster', 'dunkklo', 'sembuh']",1.0
3169,"['habis', 'vaksin', 'booster', 'mengigil', 'demam', 'pusing', 'lengan', 'suntik', 'kram', 'banget', 'obat', 'enak']",1.0
3170,"['punten', 'upam', 'dinten', 'nahdatululama', 'aya', 'vaksin', 'booster', 'akang', 'teteh']",1.0
3171,"['dips', 'informasi', 'vaksin', 'booster', 'sekitar', 'tembalang', 'makasiii']",1.0
3172,"['sender', 'moga', 'lambat', 'im', 'into', 'lovey', 'dovey', 'sebenernya', 'slight', 'love', 'hate', 'relationship', 'have', 'sense', 'humor', 'lawa', 'garing', 'dikit', 'meme', 'takut', 'vaksin', 'booster']",1.0
3173,"['testimoni', 'vaksin', 'booster']",1.0
3174,"['juta', 'masyarakat', 'proteksi', 'vaksin', 'booster']",1.0
3175,"['oke', 'warning', 'little', 'bit', 'angst', 'tidakapa-apa', 'vaksin', 'booster', 'bpjs', 'baca', 'angkatanudara', 'dewa', 'kuat']",1.0
3176,"['vaksin', 'booster', 'terang', 'suntik', 'vaksin']",1.0
3177,"['waspada', 'varian', 'xbb', 'kadinkes', 'kota', 'diri', 'ayo', 'vaksin', 'booster', 'diri', 'menteri', 'sehat', 'umum', 'muncul', 'sub', 'varian', 'omicron', 'via']",1.0
3178,"['waspada', 'paksa', 'vaksin', 'booster']",-1.0
3179,"['gadis', 'kampung', 'ikut', 'sehat', 'ceria', 'vaksin', 'booster']",1.0
3180,"['syarat', 'beli', 'tiket', 'libur', 'nataru', 'tumpang', 'wajib', 'vaksin', 'booster', 'via']",1.0
3181,"['informasi', 'vaksin', 'booster', 'butuh', 'banget']",-1.0
3182,"['surat', 'kuasa', 'dipake', 'nuker', 'tiket', 'kakak', 'kakak', 'tinggal', 'bawa', 'surat', 'kuasa', 'tiket', 'print', 'foto', 'copy', 'kartutandapenduduk', 'vaksin', 'booster', 'diprint']",1.0
3183,"['tiwas', 'sombong', 'vaksin', 'booster', 'bengineeee', 'masyaallah', 'awakkuuuuu']",-1.0
3184,"['informasi', 'vaksin', 'booster', 'sekitar', 'depokbejimargonda', 'plis']",1.0
3185,"['ayo', 'masyarakat', 'indramayu', 'tingkat', 'protokol', 'sehat', 'pakai', 'cuci', 'tangan', 'jaga', 'jarak', 'jauh', 'kerumun', 'batas', 'tingkat', 'cakup', 'vaksinasi', 'covid', 'vaksin', 'vaksin', 'booster', 'indramayu', 'martabat']",1.0
3186,"['malam', 'tanyaa', 'jalan', 'krl', 'vaksin', 'booster']",-1.0
3187,"['vaksin', 'booster', 'hambat', 'lamar', 'kerja', 'fck']",-1.0
3188,"['bantu', 'infone', 'polkesma', 'layan', 'vaksin', 'booster']",1.0
3189,"['vaksin', 'booster', 'efek', 'samping', 'nyeri', 'mom', 'kayak', 'habis', 'vaksin', 'nyeri', 'hilang']",-1.0
3190,"['habis', 'vaksin', 'booster', 'sarap', 'habis', 'vaksin', 'laper', 'mampir', 'resto', 'ayam', 'cepat', 'saji', 'habis', 'sen', 'menu', 'nambah', 'burger', 'mbak', 'mbak', 'burger', 'ayam', 'mbak', 'pasang', 'muka', 'bingung']",1.0
3191,"['bupati', 'rau', 'kontingen', 'porprov', 'kalimantantimur', 'wajib', 'vaksinbooster']",-1.0
3192,"['efek', 'vaksin', 'booster', 'temenku', 'hbs', 'vaksin', 'booster', 'temenku', 'hbs', 'vaksin', 'panas', 'badanne', 'greges', 'efek', 'wajar', 'gasih']",1.0
3193,"['syarat', 'jog', 'vaksin', 'booster', 'gausah', 'pakai', 'swab', 'test', 'pulau', 'jawa', 'kota']",-1.0
3194,"['waspada', 'varian', 'xbb', 'dinkes', 'kota', 'diri', 'gencar', 'vaksinbooster']",1.0
3195,"['huaa', 'habis', 'vaksin', 'booster', 'bekas', 'suntik', 'sakit', 'banget', 'gerakk', 'teken', 'badan', 'kaya', 'demamm', 'tugas', 'buanyak']",-1.0
3196,"['lupa', 'jaga', 'jarak', 'cuci', 'tangan', 'air', 'sabundisinfektan', 'lengkap', 'vaksin', 'booster', 'moms', 'tunda', 'rencana', 'sapih', 'susu', 'andal', 'utama', 'nutrisi', 'antibodi', 'bangkit', 'indonesiakusehat', 'negeri']",1.0
3197,"['ngilu', 'bekas', 'sunti', 'vaksin', 'booster', 'tidakbisa', 'tidur', 'miring', 'kiri']",-1.0
3198,"['ikut', 'tanam', 'saham', 'produksi', 'vaksin', 'booster', 'kyknya', 'habis', 'covid', 'ngerencanain', 'libur', 'dpn']",1.0
3199,"['cek', 'syarat', 'jarak', 'jelang', 'libur', 'natal', 'nataru', 'wajib', 'vaksin', 'booster']",1.0
3200,"['cek', 'fakta', 'covid', 'varian', 'bahaya', 'vaksin', 'booster']",-1.0
3201,"['fakta', 'covid', 'varian', 'bahaya', 'vaksin', 'booster', 'pikir', 'rakyat']",-1.0
3202,"['selamat', 'sore', 'sedia', 'layan', 'vaksin', 'booster', 'stasiun', 'pasar', 'senen', 'sd', 'wib', 'informasi', 'lengkap', 'kakak', 'hubung', 'terimakasih']",1.0
3203,"['syarat', 'beli', 'tiket', 'libur', 'nataru', 'tumpang', 'wajib', 'vaksin', 'booster']",1.0
3204,"['rutooo', 'senyum', 'kondisi', 'vaksin', 'booster', 'nihh']",-1.0
3205,"['simak', 'syarat', 'beli', 'tiket', 'libur', 'natal', 'nataru', 'tumpang', 'wajib', 'vaksin', 'booster']",1.0
3206,"['covid', 'jakarta', 'rangkak', 'heru', 'budi', 'dinkes', 'tingkat', 'vaksin', 'booster']",1.0
3207,"['vaksin', 'booster', 'aktif', 'lupa', 'terap', 'protokol', 'sehat', 'putus', 'sebar', 'covid', 'varian', 'omicron']",1.0
3208,"['vaksin', 'booster', 'lupa', 'terap', 'protokol', 'sehat', 'putus', 'sebar', 'covid', 'varian', 'omicron']",1.0
3209,"['covid', 'jakarta', 'rangkak', 'heru', 'budi', 'dinkes', 'tingkat', 'vaksinbooster']",1.0
3210,"['maju', 'cowok', 'kpop', 'vaksin', 'booster', 'anjg', 'mempan', 'vaksin', 'sek', 'nafas']",-1.0
3211,"['print', 'sertif', 'vaksin', 'booster', 'sieee', 'mager']",-1.0
3212,"['vaksin', 'booster', 'muncul', 'peduli', 'lindung', 'coba', 'login', 'pakai', 'hape', 'kakak', 'download', 'sertifikat', 'vaksin']",1.0
3213,"['informasi', 'vaksin', 'booster', 'baru', 'wali']",1.0
3214,"['covid', 'kota', 'ngamuk', 'heru', 'ketat', 'izin', 'konser', 'kebut', 'vaksin', 'booster']",-1.0
3215,"['hiring', 'onlypasay', 'loker', 'manila', 'customer', 'service', 'hrdrecruitment', 'job', 'digital', 'marketing', 'syarat', 'bahasa', 'inggris', 'lakilaki', 'perempuan', 'umur', 'passport', 'berangkat', 'philipina', 'vaksin', 'booster']",1.0
3216,"['rencana', 'vaksin', 'boosterkedua']",1.0
3217,"['jam', 'vaksin', 'booster', 'pakai', 'galon', 'isi', 'ulang', 'mudah', 'masyarakat']",1.0
3218,"['warga', 'bina', 'lembagapemasyarakatan', 'sragen', 'dapat', 'vaksin', 'booster', 'baca', 'lengkap']",1.0
3219,"['informasi', 'vaksin', 'booster', 'daerah', 'bekas', 'jakarta']",-1.0
3220,"['ancol', 'wajib', 'vaksin', 'booster', 'vaksin']",-1.0
3221,"['upaya', 'tekan', 'angka', 'tular', 'covid', 'vaksin', 'booster', 'jambi']",-1.0
3222,"['covid', 'lonjak', 'maruf', 'amin', 'buka', 'peluang', 'vaksin', 'booster']",1.0
3223,"['erti', 'munculin', 'sertif', 'vaksin', 'booster', 'vaksin', 'gamuncul', 'sertifnya', 'butuh', 'banget']",-1.0
3224,"['informasi', 'vaksin', 'booster', 'daerah', 'tangerang', 'teman']",1.0
3225,"['aceh', 'irjen', 'ahmad', 'haydar', 'vaksin', 'booster', 'gerai', 'vaksin', 'presisi', 'lobi', 'mapolda', 'aceh', 'pagi', 'lengkap', 'baca']",1.0
3226,"['pesawat', 'wajib', 'vaksin', 'booster', 'gajadi', 'berangkat', 'passes', 'kepake', 'tertawa']",-1.0
3227,"['besok', 'layan', 'vaksin', 'booster', 'stasiun', 'surabaya', 'gubeng']",1.0
3228,"['informasi', 'vaksin', 'booster', 'daerah', 'jakarta']",1.0
3229,"['admin', 'vaksin', 'booster', 'tentrem', 'mall', 'sertifikat', 'vaksin', 'booster', 'muncul', 'peduli', 'lindung']",1.0
3230,"['top', 'news', 'koran', 'rakyat', 'merdeka', 'covid', 'kota', 'ngamuk', 'heru', 'ketat', 'izin', 'konser', 'kebut', 'vaksin', 'booster']",-1.0
3231,"['cari', 'vaksin', 'booster', 'moderna', 'jakarta']",-1.0
3232,"['vaksin', 'booster', 'tetep', 'jaga', 'protokol', 'sehat', 'lupa', 'jaga', 'sehat', 'putus', 'sebar', 'covid', 'varian', 'omicron']",1.0
3233,"['kawan', 'ayo', 'tuntas', 'vaksinasi', 'booster', 'terap', 'prokes', 'pakai', 'jalan', 'prokes', 'sisi', 'vaksin', 'booster', 'untk', 'tangkal', 'varian']",1.0
3234,"['corona', 'tingkat', 'komisi', 'ix', 'dewanperwakilanrakyat', 'sorot', 'capai', 'vaksin', 'booster', 'rendah']",1.0
3235,"['corona', 'tingkat', 'komisi', 'ix', 'dewanperwakilanrakyat', 'sorot', 'capai', 'vaksin', 'booster', 'rendah', 'detiknews']",1.0
3236,"['vaksin', 'booster', 'kasih', 'telah']",1.0
3237,"['informasi', 'jadwal', 'lokasi', 'vaksin', 'booster', 'kota', 'november', 'catat']",1.0
3238,"['makan', 'pisang', 'kenyang', 'vaksin', 'booster', 'koentji', 'periode']",1.0
3239,"['covid', 'suntik', 'vaksin', 'booster', 'juta', 'jiwa']",1.0
3240,"['anjing', 'demam', 'vaksin', 'booster', 'tidakmau', 'sakit', 'malam', 'badan', 'panas', 'banget', 'gigil']",-1.0
3241,"['covid', 'tingkat', 'menkes', 'masyarakat', 'vaksin', 'booster']",1.0
3242,"['pakar', 'coba', 'teman', 'vaksinbooster', 'sehat', 'makan', 'minum', 'pagi', 'siang', 'sore', 'tidur', 'ibadah', 'wajib', 'sunnah', 'puasa', 'danlainlain', 'mentalitas', 'plandemi', 'malu']",1.0
3243,"['atas', 'bisik', 'vaksinbooster', 'butuh', 'butuh', 'stressketakutandepresi', 'bisik', 'ulang', 'buat', 'masuk', 'cair', 'suci', 'halal', 'lindung', 'potensi', 'rusak', 'organ']",-1.0
3244,"['selamat', 'malam', 'salah', 'nik', 'tiket', 'kakak', 'ubah', 'salah', 'nik', 'digit', 'berangkat', 'pasti', 'nama', 'tiket', 'kartutandapenduduk', 'boarding', 'kakak', 'tunjuk', 'bukti', 'vaksin', 'booster', 'peduli', 'lindungitercetak', 'terimakasih']",1.0
3245,"['pagi', 'vaksin', 'booster', 'dkmpus', 'latih', 'praktik', 'makan']",1.0
3246,"['selamat', 'malam', 'tumpang', 'vaksin', 'booster', 'bukti', 'via', 'aplikasi', 'peduli', 'lindung', 'kendala', 'aplikasi', 'peduli', 'lindung', 'tunjuk', 'kartu', 'vaksin', 'terima', 'kasih']",1.0
3247,"['konfirmasi', 'alami', 'tingkat', 'dominasi', 'subvarian', 'subvarian', 'xbb', 'tengah', 'oktober']",1.0
3248,"['sayang', 'keluarga', 'kakak', 'jarak', 'tidakmau', 'vaksin', 'booster', 'bukti', 'cegah', 'tular', 'smp']",1.0
3249,"['covid', 'persen', 'gencar', 'vaksin', 'booster']",1.0
3250,"['salat', 'tangsel', 'wapres', 'imbau', 'jamaah', 'vaksin', 'booster']",1.0
3251,"['televisi', 'analog', 'pakai', 'booster', 'ganti', 'televisi', 'digital', 'situ', 'vaksin', 'booster', 'ganti', 'vaksin', 'digital']",1.0
3252,"['habis', 'vaksin', 'booster', 'emo']",1.0
3253,"['puji', 'tuhan', 'vaksin', 'booster', 'pfizer']",1.0
3254,"['vaksin', 'booster', 'gapernah', 'lepas', 'khalayak', 'ramai', 'prokes', 'jalan', 'tetep', 'covid']",-1.0
3255,"['moga', 'besok', 'yakin', 'sadar', 'vaksin', 'booster', 'restu']",1.0
3256,"['maju', 'kim', 'doyoung', 'takut', 'vaksin', 'booster', 'bpjs']",1.0
3257,"['banget', 'vaksin', 'booster']",1.0
3258,"['lengkap', 'dosis', 'vaksin', 'bingung', 'jenis', 'vaksin', 'vaksin', 'booster', 'jenis', 'pfizer', 'simak', 'informasi', 'postingan', 'lupa', 'agenda', 'fasilitas', 'sehat', 'dekat', 'lengkap', 'dosis']",1.0
3259,"['informasi', 'vaksin', 'booster', 'daerah', 'jaksel', 'dund']",1.0
3260,"['persen', 'covid', 'gejala', 'vaksin', 'booster']",1.0
3261,"['imissu', 'informasi', 'vaksin', 'booster', 'available', 'minggu']",1.0
3262,"['pagi', 'aceh', 'vaksin', 'booster']",1.0
3263,"['pesan', 'tiket', 'online', 'pas', 'stasiun', 'scan', 'vaksin', 'booster', 'bawa', 'identitas', 'kartutandapenduduk', 'jagajaga']",1.0
3264,"['banget', 'umur', 'vaksin', 'booster', 'antigen', 'kakak', 'kota']",1.0
3265,"['gantung', 'jaga', 'kadang', 'cek', 'kartutandapenduduk', 'vaksin', 'booster', 'kadang', 'scan', 'tiket']",1.0
3266,"['subvarian', 'omicron', 'xbb', 'masyarakat', 'waspada', 'vaksin', 'booster']",1.0
3267,"['yaallah', 'kemeng', 'tangan', 'vaksin', 'booster']",1.0
3268,"['tingkat', 'vaksin', 'booster', 'gratis', 'emak', 'buruh']",1.0
3269,"['wapres', 'mayoritas', 'pasien', 'covid', 'tinggal', 'suntik', 'vaksin', 'booster']",1.0
3270,"['pasti', 'vaksin', 'booster']",1.0
3271,"['menkes', 'mayoritas', 'pasien', 'covid', 'tinggal', 'booster']",1.0
3272,"['maaf', 'syarat', 'hasil', 'negatif', 'rtpcrantigen', 'hapus', 'kakak', 'vaksin', 'booster', 'railmin', 'saran', 'laku', 'jalan', 'kakak', 'jarak', 'terimakasih']",1.0
3273,"['vaksin', 'booster', 'gel', 'banget']",1.0
3274,"['booster', 'klinik', 'dinkes', 'unit', 'layan', 'sehat', 'booster', 'langka', 'cari', 'lokasi', 'kuota', 'kuota', 'hari', 'dibatasin', 'tenang', 'vaksin', 'booster', 'gratis']",-1.0
3275,"['vaksin', 'booster', 'target', 'angka', 'banget', 'dibandingin', 'vaksin']",1.0
3276,"['ngirimin', 'makan', 'mastiin', 'makan', 'sehat', 'heheheheheheh', 'makas', 'sumpaaahhh', 'beneran', 'ikut', 'vaksin', 'booster', 'aduh']",1.0
3277,"['syarat', 'vaksin', 'booster', 'besok', 'konser', 'pastiin', 'orang', 'waras']",1.0
3278,"['ayuk', 'cek', 'tiket', 'aplikasi', 'pedulilindungi', 'tiket', 'vaksin', 'booster']",-1.0
3279,"['vaksin', 'booster', 'yak', 'pas', 'suntik', 'merem', 'muka', 'pas', 'nyuntik', 'ibu', 'negor', 'mbak', 'mbak', 'malu', 'banget', 'anjing', 'tertawa', 'enak', 'gara', 'rasa', 'cekit']",1.0
3280,"['menteri', 'sehat', 'menkes', 'budi', 'gunadi', 'sadikin', 'masyarakat', 'fasilitas', 'layan', 'sehat', 'vaksin', 'booster']",1.0
3281,"['mudah', 'warga', 'masyarakat', 'laksana', 'vaksin', 'vaksin', 'booster', 'kerek', 'kerek', 'gelar', 'vaksin', 'spot', 'mapolsek', 'kerek']",1.0
3282,"['flu', 'demam', 'sekian', 'puluh', 'kali', 'vaksin', 'booster', 'pfizer', 'lelah', 'dikit', 'flu', 'tidur', 'dikit', 'demam']",-1.0
3283,"['permisi', 'informasi', 'vaksin', 'boostermasih', 'ada', 'kantor', 'walikota', 'jaktim', 'sabtuampminggu']",1.0
3284,"['admin', 'vaksin', 'booster', 'syarat', 'mrt', 'terimakasih']",1.0
3285,"['work', 'vaksin', 'booster', 'fc', 'surat', 'vaksin', 'dosis', 'bawa']",1.0
3286,"['kota', 'jakarta', 'pasuk', 'laku', 'batas', 'giat', 'masyarakat', 'ppkm', 'level', 'hitung', 'november', 'ayo', 'disiplin', 'protokol', 'sehat', 'lengkap', 'vaksinasi', 'vaksin', 'booster']",1.0
3287,"['vaksin', 'booster', 'berangkat', 'solusi', 'beli', 'tiket', 'pulang', 'pergi', 'terima', 'kasih']",1.0
3288,"['vaksin', 'booster', 'jakarta', 'pas', 'persis', 'mie', 'ayam', 'salah', 'banget', 'salah']",-1.0
3289,"['patuh', 'protokol', 'sehat', 'vaksin', 'booster']",1.0
3290,"['vaksin', 'booster', 'tinggal', 'prokes', 'vaksin']",1.0
3291,"['vaksin', 'booster', 'terap', 'protokol', 'sehat', 'putus', 'sebar', 'covid']",1.0
3292,"['informasi', 'jadwal', 'lokasi', 'vaksin', 'booster', 'kota', 'november', 'pfizer']",1.0
3293,"['persen', 'pasien', 'covid', 'tinggal', 'bulan', 'vaksin', 'booster']",1.0
3294,"['aneh', 'banget', 'vaksin', 'booster', 'sertifnya']",1.0
3295,"['adik', 'ipar', 'vaksin', 'booster', 'tuntut', 'kerja', 'pingsan', 'prof', 'efek', 'vaksin', 'seram']",-1.0
3296,"['kirain', 'vaksin', 'booster', 'gejala', 'berat', 'demam', 'bangetl', 'plus', 'meriang']",-1.0
3297,"['side', 'effects', 'vaksin', 'booster', 'jenama', 'campur', 'dos', 'jenama']",1.0
3298,"['habis', 'vaksin', 'booster', 'mbak']",1.0
3299,"['vaksin', 'booster', 'bekas', 'sakit', 'banget']",-1.0
3300,"['jadiii', 'gampang', 'sakit', 'vaksin', 'booster', 'mlh', 'gampang', 'sakit', 'yhaa']",-1.0
3301,"['stasiun', 'kiaracondong', 'sedia', 'layan', 'vaksin', 'booster']",1.0
3302,"['jarak', 'wajib', 'langgan', 'vaksin', 'booster', 'vaksin', 'terima', 'kasih']",1.0
3303,"['cari', 'vaksin', 'booster']",-1.0
3304,"['vaksin', 'booster', 'ikea', 'alam', 'sutera']",1.0
3305,"['anggota', 'komisi', 'ix', 'dewanperwakilanrakyat', 'ri', 'rahmad', 'handoyo', 'masyarakat', 'fungsi', 'vaksin', 'rangka', 'tekan', 'sakit', 'parah', 'tekan', 'angka', 'mati', 'fungsi', 'vaksin', 'booster', 'vaksin', 'perhati']",-1.0
3306,"['covid', 'mati', 'risiko', 'anggap', 'covid', 'bahaya', 'rahmad', 'ingat', 'masyarakat', 'vaksin', 'booster']",-1.0
3307,"['yha', 'hbs', 'vaksin', 'booster', 'mlh', 'gampng', 'sakit']",-1.0
3308,"['vaksin', 'lengkap', 'booster', 'vaksin', 'coba', 'vaksin', 'mati', 'vaksin', 'booster', 'mati', 'comorbid', 'vaksin', 'dstdst', 'goblok']",1.0
3309,"['wajib', 'vaksin', 'booster']",-1.0
3310,"['izin', 'tulungagung', 'surabaya', 'vaksin', 'booster']",-1.0
3311,"['muts', 'serius', 'vaksin', 'booster', 'umur', 'kh']",-1.0
3312,"['ayo', 'taat', 'prokes', 'vaksinasi', 'booster', 'booster', 'prokes', 'kunci', 'pisah', 'fakta', 'potensi', 'naik', 'vaksin', 'booster', 'bareng', 'disiplin', 'protokol', 'sehat']",1.0
3313,"['vaksin', 'booster', 'pfizer', 'jogja', 'rumah', 'jauhjauh']",1.0
3314,"['saudara', 'rumah', 'sakit', 'vaksin', 'booster', 'banyak', 'puskesmaspuskesmas', 'banyak', 'vaksin', 'daerah', 'rumah', 'kosong']",1.0
3315,"['vaksin', 'booster', 'males']",-1.0
3316,"['booster', 'nyuruh', 'cepetcepet', 'vaksin', 'booster', 'lapang', 'vaksin', 'kosong', 'vaksin', 'dikemanain', 'nyuruh', 'rakyat', 'vaksin', 'booster', 'sedia', 'nihil']",-1.0
3317,"['review', 'vaksin', 'booster', 'pas', 'tusuk', 'sakit', 'samasekali', 'sakit']",-1.0
3318,"['masyarakat', 'suruh', 'vaksin', 'booster']",-1.0
3319,"['selamat', 'sore', 'kakbagi', 'tumpang', 'kakak', 'kota', 'usia', 'wajib', 'vaksinasi', 'tiga', 'booster', 'periksa', 'hasil', 'negatif', 'rtpcrrapid', 'antigen', 'railmin', 'imbau', 'silakanuntuk', 'vaksin', 'booster']",1.0
3320,"['beli', 'juta', 'dosis', 'inavac', 'indovac', 'stok', 'vaksin', 'booster', 'aman']",1.0
3321,"['persen', 'pasien', 'covid', 'rawat', 'rumah', 'sakit', 'vaksin', 'booster']",1.0
3322,"['tibatiba', 'undang', 'tiket', 'vip', 'guest', 'pass', 'paddock', 'pass', 'hyundai', 'jumatminggu', 'superbike', 'wsbk', 'mandalika', 'vaksin', 'booster', 'undang', 'mau', 'nonton', 'sayang', 'taro']",1.0
3323,"['soal', 'serius', 'vaksin', 'booster', 'protect', 'variant', 'covid']",-1.0
